Dataset,Model,Condition,RowIndex,JSD
BIGOBENCH,Codestral-22B,Syn-20%,478,0.064802
BIGOBENCH,Codestral-22B,Syn-20%,479,0.013880
BIGOBENCH,Codestral-22B,Syn-20%,480,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,481,0.000492
BIGOBENCH,Codestral-22B,Syn-20%,482,0.014744
BIGOBENCH,Codestral-22B,Syn-20%,483,0.255379
BIGOBENCH,Codestral-22B,Syn-20%,484,0.234586
BIGOBENCH,Codestral-22B,Syn-20%,485,0.024385
BIGOBENCH,Codestral-22B,Syn-20%,486,0.024385
BIGOBENCH,Codestral-22B,Syn-20%,487,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,488,0.046127
BIGOBENCH,Codestral-22B,Syn-20%,489,0.101041
BIGOBENCH,Codestral-22B,Syn-20%,490,0.101041
BIGOBENCH,Codestral-22B,Syn-20%,491,0.131355
BIGOBENCH,Codestral-22B,Syn-20%,493,0.282389
BIGOBENCH,Codestral-22B,Syn-20%,494,0.282389
BIGOBENCH,Codestral-22B,Syn-20%,495,0.042911
BIGOBENCH,Codestral-22B,Syn-20%,496,0.077721
BIGOBENCH,Codestral-22B,Syn-20%,497,0.006476
BIGOBENCH,Codestral-22B,Syn-20%,498,0.000223
BIGOBENCH,Codestral-22B,Syn-20%,499,0.000986
BIGOBENCH,Codestral-22B,Syn-20%,500,0.000986
BIGOBENCH,Codestral-22B,Syn-20%,501,0.206470
BIGOBENCH,Codestral-22B,Syn-20%,502,0.020996
BIGOBENCH,Codestral-22B,Syn-20%,503,0.383245
BIGOBENCH,Codestral-22B,Syn-20%,504,0.383245
BIGOBENCH,Codestral-22B,Syn-20%,505,0.009667
BIGOBENCH,Codestral-22B,Syn-20%,506,0.019904
BIGOBENCH,Codestral-22B,Syn-20%,507,0.015162
BIGOBENCH,Codestral-22B,Syn-20%,508,0.131228
BIGOBENCH,Codestral-22B,Syn-20%,509,0.105493
BIGOBENCH,Codestral-22B,Syn-20%,510,0.101731
BIGOBENCH,Codestral-22B,Syn-20%,511,0.031042
BIGOBENCH,Codestral-22B,Syn-20%,512,0.071872
BIGOBENCH,Codestral-22B,Syn-20%,513,0.045352
BIGOBENCH,Codestral-22B,Syn-20%,514,0.020401
BIGOBENCH,Codestral-22B,Syn-20%,515,0.377906
BIGOBENCH,Codestral-22B,Syn-20%,516,0.251868
BIGOBENCH,Codestral-22B,Syn-20%,517,0.282970
BIGOBENCH,Codestral-22B,Syn-20%,518,0.054866
BIGOBENCH,Codestral-22B,Syn-20%,519,0.609306
BIGOBENCH,Codestral-22B,Syn-20%,520,0.000308
BIGOBENCH,Codestral-22B,Syn-20%,521,0.097340
BIGOBENCH,Codestral-22B,Syn-20%,522,0.097340
BIGOBENCH,Codestral-22B,Syn-20%,523,0.006230
BIGOBENCH,Codestral-22B,Syn-20%,524,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,525,0.042150
BIGOBENCH,Codestral-22B,Syn-20%,526,0.049140
BIGOBENCH,Codestral-22B,Syn-20%,527,0.380171
BIGOBENCH,Codestral-22B,Syn-20%,528,0.003849
BIGOBENCH,Codestral-22B,Syn-20%,529,0.209498
BIGOBENCH,Codestral-22B,Syn-20%,530,0.248154
BIGOBENCH,Codestral-22B,Syn-20%,531,0.030800
BIGOBENCH,Codestral-22B,Syn-20%,532,0.013499
BIGOBENCH,Codestral-22B,Syn-20%,533,0.000025
BIGOBENCH,Codestral-22B,Syn-20%,534,0.040135
BIGOBENCH,Codestral-22B,Syn-20%,535,0.060974
BIGOBENCH,Codestral-22B,Syn-20%,536,0.174746
BIGOBENCH,Codestral-22B,Syn-20%,537,0.000674
BIGOBENCH,Codestral-22B,Syn-20%,538,0.021462
BIGOBENCH,Codestral-22B,Syn-20%,539,0.003314
BIGOBENCH,Codestral-22B,Syn-20%,540,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,541,0.232641
BIGOBENCH,Codestral-22B,Syn-20%,542,0.065863
BIGOBENCH,Codestral-22B,Syn-20%,543,0.012195
BIGOBENCH,Codestral-22B,Syn-20%,544,0.002868
BIGOBENCH,Codestral-22B,Syn-20%,545,0.110416
BIGOBENCH,Codestral-22B,Syn-20%,546,0.104017
BIGOBENCH,Codestral-22B,Syn-20%,547,0.172944
BIGOBENCH,Codestral-22B,Syn-20%,548,0.172944
BIGOBENCH,Codestral-22B,Syn-20%,549,0.205702
BIGOBENCH,Codestral-22B,Syn-20%,550,0.185151
BIGOBENCH,Codestral-22B,Syn-20%,551,0.027003
BIGOBENCH,Codestral-22B,Syn-20%,552,0.006701
BIGOBENCH,Codestral-22B,Syn-20%,553,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,554,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,555,0.041005
BIGOBENCH,Codestral-22B,Syn-20%,556,0.041005
BIGOBENCH,Codestral-22B,Syn-20%,557,0.174380
BIGOBENCH,Codestral-22B,Syn-20%,558,0.162471
BIGOBENCH,Codestral-22B,Syn-20%,559,0.159703
BIGOBENCH,Codestral-22B,Syn-20%,560,0.192110
BIGOBENCH,Codestral-22B,Syn-20%,561,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,562,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,563,0.047252
BIGOBENCH,Codestral-22B,Syn-20%,564,0.042790
BIGOBENCH,Codestral-22B,Syn-20%,565,0.052097
BIGOBENCH,Codestral-22B,Syn-20%,566,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,567,0.018730
BIGOBENCH,Codestral-22B,Syn-20%,568,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,569,0.005656
BIGOBENCH,Codestral-22B,Syn-20%,570,0.049295
BIGOBENCH,Codestral-22B,Syn-20%,571,0.038814
BIGOBENCH,Codestral-22B,Syn-20%,572,0.008760
BIGOBENCH,Codestral-22B,Syn-20%,573,0.008760
BIGOBENCH,Codestral-22B,Syn-20%,574,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,575,0.166410
BIGOBENCH,Codestral-22B,Syn-20%,576,0.000892
BIGOBENCH,Codestral-22B,Syn-20%,577,0.000892
BIGOBENCH,Codestral-22B,Syn-20%,578,0.108248
BIGOBENCH,Codestral-22B,Syn-20%,579,0.049211
BIGOBENCH,Codestral-22B,Syn-20%,580,0.017296
BIGOBENCH,Codestral-22B,Syn-20%,581,0.017296
BIGOBENCH,Codestral-22B,Syn-20%,582,0.030594
BIGOBENCH,Codestral-22B,Syn-20%,583,0.030129
BIGOBENCH,Codestral-22B,Syn-20%,584,0.154652
BIGOBENCH,Codestral-22B,Syn-20%,585,0.154652
BIGOBENCH,Codestral-22B,Syn-20%,586,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,587,0.001809
BIGOBENCH,Codestral-22B,Syn-20%,588,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,589,0.013519
BIGOBENCH,Codestral-22B,Syn-20%,590,0.101041
BIGOBENCH,Codestral-22B,Syn-20%,591,0.101041
BIGOBENCH,Codestral-22B,Syn-20%,592,0.227514
BIGOBENCH,Codestral-22B,Syn-20%,593,0.075811
BIGOBENCH,Codestral-22B,Syn-20%,594,0.607114
BIGOBENCH,Codestral-22B,Syn-20%,595,0.607114
BIGOBENCH,Codestral-22B,Syn-20%,596,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,597,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,598,0.234487
BIGOBENCH,Codestral-22B,Syn-20%,599,0.126243
BIGOBENCH,Codestral-22B,Syn-20%,600,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,601,0.262197
BIGOBENCH,Codestral-22B,Syn-20%,602,0.014445
BIGOBENCH,Codestral-22B,Syn-20%,603,0.013412
BIGOBENCH,Codestral-22B,Syn-20%,604,0.074867
BIGOBENCH,Codestral-22B,Syn-20%,605,0.124061
BIGOBENCH,Codestral-22B,Syn-20%,606,0.069834
BIGOBENCH,Codestral-22B,Syn-20%,607,0.069834
BIGOBENCH,Codestral-22B,Syn-20%,608,0.000812
BIGOBENCH,Codestral-22B,Syn-20%,609,0.000812
BIGOBENCH,Codestral-22B,Syn-20%,610,0.126483
BIGOBENCH,Codestral-22B,Syn-20%,611,0.077633
BIGOBENCH,Codestral-22B,Syn-20%,612,0.029320
BIGOBENCH,Codestral-22B,Syn-20%,613,0.005816
BIGOBENCH,Codestral-22B,Syn-20%,614,0.071391
BIGOBENCH,Codestral-22B,Syn-20%,615,0.221335
BIGOBENCH,Codestral-22B,Syn-20%,616,0.106496
BIGOBENCH,Codestral-22B,Syn-20%,617,0.150437
BIGOBENCH,Codestral-22B,Syn-20%,618,0.008294
BIGOBENCH,Codestral-22B,Syn-20%,619,0.000000
BIGOBENCH,Codestral-22B,Syn-20%,620,0.021012
BIGOBENCH,Codestral-22B,Syn-20%,621,0.041576
BIGOBENCH,Codestral-22B,Syn-20%,622,0.041576
BIGOBENCH,Codestral-22B,Syn-20%,623,0.241365
BIGOBENCH,Codestral-22B,Syn-20%,624,0.087429
BIGOBENCH,Codestral-22B,Syn-20%,625,0.084293
BIGOBENCH,Codestral-22B,Syn-20%,626,0.067966
BIGOBENCH,Codestral-22B,Syn-20%,627,0.032122
BIGOBENCH,Codestral-22B,Syn-20%,628,0.001024
BIGOBENCH,Codestral-22B,Syn-20%,629,0.044682
BIGOBENCH,Codestral-22B,Syn-20%,630,0.044682
BIGOBENCH,Codestral-22B,Syn-20%,631,0.178708
BIGOBENCH,Codestral-22B,Syn-20%,632,0.176299
BIGOBENCH,Codestral-22B,Syn-20%,633,0.192955
BIGOBENCH,Codestral-22B,Syn-20%,634,0.134271
BIGOBENCH,Codestral-22B,Syn-20%,635,0.001789
BIGOBENCH,Codestral-22B,Syn-20%,636,0.001414
BIGOBENCH,Codestral-22B,Syn-20%,637,0.001789
BIGOBENCH,Codestral-22B,Syn-20%,638,0.060244
BIGOBENCH,Codestral-22B,Syn-20%,639,0.058139
BIGOBENCH,Codestral-22B,Syn-40%,0,0.019510
BIGOBENCH,Codestral-22B,Syn-40%,1,0.033982
BIGOBENCH,Codestral-22B,Syn-40%,2,0.041466
BIGOBENCH,Codestral-22B,Syn-40%,3,0.093861
BIGOBENCH,Codestral-22B,Syn-40%,4,0.147056
BIGOBENCH,Codestral-22B,Syn-40%,5,0.268327
BIGOBENCH,Codestral-22B,Syn-40%,6,0.229575
BIGOBENCH,Codestral-22B,Syn-40%,7,0.297003
BIGOBENCH,Codestral-22B,Syn-40%,8,0.097770
BIGOBENCH,Codestral-22B,Syn-40%,9,0.015555
BIGOBENCH,Codestral-22B,Syn-40%,10,0.082941
BIGOBENCH,Codestral-22B,Syn-40%,11,0.007332
BIGOBENCH,Codestral-22B,Syn-40%,12,0.021146
BIGOBENCH,Codestral-22B,Syn-40%,13,0.020664
BIGOBENCH,Codestral-22B,Syn-40%,14,0.003368
BIGOBENCH,Codestral-22B,Syn-40%,15,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,16,0.017830
BIGOBENCH,Codestral-22B,Syn-40%,17,0.095651
BIGOBENCH,Codestral-22B,Syn-40%,18,0.107272
BIGOBENCH,Codestral-22B,Syn-40%,19,0.035976
BIGOBENCH,Codestral-22B,Syn-40%,20,0.154853
BIGOBENCH,Codestral-22B,Syn-40%,21,0.200128
BIGOBENCH,Codestral-22B,Syn-40%,22,0.000812
BIGOBENCH,Codestral-22B,Syn-40%,23,0.000812
BIGOBENCH,Codestral-22B,Syn-40%,24,0.106408
BIGOBENCH,Codestral-22B,Syn-40%,25,0.004261
BIGOBENCH,Codestral-22B,Syn-40%,26,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,27,0.000187
BIGOBENCH,Codestral-22B,Syn-40%,28,0.179693
BIGOBENCH,Codestral-22B,Syn-40%,29,0.000263
BIGOBENCH,Codestral-22B,Syn-40%,30,0.118989
BIGOBENCH,Codestral-22B,Syn-40%,31,0.118989
BIGOBENCH,Codestral-22B,Syn-40%,32,0.222087
BIGOBENCH,Codestral-22B,Syn-40%,33,0.088678
BIGOBENCH,Codestral-22B,Syn-40%,34,0.240733
BIGOBENCH,Codestral-22B,Syn-40%,35,0.201186
BIGOBENCH,Codestral-22B,Syn-40%,36,0.179440
BIGOBENCH,Codestral-22B,Syn-40%,37,0.164111
BIGOBENCH,Codestral-22B,Syn-40%,38,0.081970
BIGOBENCH,Codestral-22B,Syn-40%,39,0.078858
BIGOBENCH,Codestral-22B,Syn-40%,40,0.028324
BIGOBENCH,Codestral-22B,Syn-40%,41,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,42,0.182170
BIGOBENCH,Codestral-22B,Syn-40%,43,0.068758
BIGOBENCH,Codestral-22B,Syn-40%,44,0.000620
BIGOBENCH,Codestral-22B,Syn-40%,45,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,46,0.007104
BIGOBENCH,Codestral-22B,Syn-40%,47,0.041862
BIGOBENCH,Codestral-22B,Syn-40%,48,0.018587
BIGOBENCH,Codestral-22B,Syn-40%,49,0.013596
BIGOBENCH,Codestral-22B,Syn-40%,50,0.050269
BIGOBENCH,Codestral-22B,Syn-40%,51,0.083581
BIGOBENCH,Codestral-22B,Syn-40%,52,0.005441
BIGOBENCH,Codestral-22B,Syn-40%,53,0.142855
BIGOBENCH,Codestral-22B,Syn-40%,54,0.210577
BIGOBENCH,Codestral-22B,Syn-40%,55,0.039437
BIGOBENCH,Codestral-22B,Syn-40%,56,0.269048
BIGOBENCH,Codestral-22B,Syn-40%,57,0.269048
BIGOBENCH,Codestral-22B,Syn-40%,58,0.050234
BIGOBENCH,Codestral-22B,Syn-40%,59,0.050234
BIGOBENCH,Codestral-22B,Syn-40%,60,0.022662
BIGOBENCH,Codestral-22B,Syn-40%,61,0.238719
BIGOBENCH,Codestral-22B,Syn-40%,62,0.060751
BIGOBENCH,Codestral-22B,Syn-40%,63,0.063241
BIGOBENCH,Codestral-22B,Syn-40%,64,0.063241
BIGOBENCH,Codestral-22B,Syn-40%,65,0.231516
BIGOBENCH,Codestral-22B,Syn-40%,66,0.231516
BIGOBENCH,Codestral-22B,Syn-40%,67,0.226152
BIGOBENCH,Codestral-22B,Syn-40%,68,0.088913
BIGOBENCH,Codestral-22B,Syn-40%,69,0.082329
BIGOBENCH,Codestral-22B,Syn-40%,70,0.073180
BIGOBENCH,Codestral-22B,Syn-40%,71,0.023931
BIGOBENCH,Codestral-22B,Syn-40%,72,0.023931
BIGOBENCH,Codestral-22B,Syn-40%,73,0.166666
BIGOBENCH,Codestral-22B,Syn-40%,74,0.039629
BIGOBENCH,Codestral-22B,Syn-40%,75,0.010544
BIGOBENCH,Codestral-22B,Syn-40%,76,0.006910
BIGOBENCH,Codestral-22B,Syn-40%,77,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,78,0.000024
BIGOBENCH,Codestral-22B,Syn-40%,79,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,80,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,81,0.027344
BIGOBENCH,Codestral-22B,Syn-40%,82,0.027344
BIGOBENCH,Codestral-22B,Syn-40%,83,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,84,0.021876
BIGOBENCH,Codestral-22B,Syn-40%,85,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,86,0.028623
BIGOBENCH,Codestral-22B,Syn-40%,87,0.081790
BIGOBENCH,Codestral-22B,Syn-40%,88,0.040812
BIGOBENCH,Codestral-22B,Syn-40%,89,0.133848
BIGOBENCH,Codestral-22B,Syn-40%,90,0.101386
BIGOBENCH,Codestral-22B,Syn-40%,91,0.239649
BIGOBENCH,Codestral-22B,Syn-40%,92,0.039519
BIGOBENCH,Codestral-22B,Syn-40%,93,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,94,0.003039
BIGOBENCH,Codestral-22B,Syn-40%,95,0.015616
BIGOBENCH,Codestral-22B,Syn-40%,96,0.000333
BIGOBENCH,Codestral-22B,Syn-40%,97,0.017542
BIGOBENCH,Codestral-22B,Syn-40%,98,0.007557
BIGOBENCH,Codestral-22B,Syn-40%,99,0.002843
BIGOBENCH,Codestral-22B,Syn-40%,100,0.012684
BIGOBENCH,Codestral-22B,Syn-40%,101,0.097740
BIGOBENCH,Codestral-22B,Syn-40%,102,0.194530
BIGOBENCH,Codestral-22B,Syn-40%,103,0.189213
BIGOBENCH,Codestral-22B,Syn-40%,104,0.195400
BIGOBENCH,Codestral-22B,Syn-40%,105,0.406620
BIGOBENCH,Codestral-22B,Syn-40%,106,0.138888
BIGOBENCH,Codestral-22B,Syn-40%,107,0.023225
BIGOBENCH,Codestral-22B,Syn-40%,108,0.017680
BIGOBENCH,Codestral-22B,Syn-40%,109,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,110,0.050884
BIGOBENCH,Codestral-22B,Syn-40%,111,0.050884
BIGOBENCH,Codestral-22B,Syn-40%,112,0.254382
BIGOBENCH,Codestral-22B,Syn-40%,113,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,114,0.027579
BIGOBENCH,Codestral-22B,Syn-40%,115,0.194789
BIGOBENCH,Codestral-22B,Syn-40%,116,0.173309
BIGOBENCH,Codestral-22B,Syn-40%,117,0.171956
BIGOBENCH,Codestral-22B,Syn-40%,118,0.043769
BIGOBENCH,Codestral-22B,Syn-40%,119,0.043769
BIGOBENCH,Codestral-22B,Syn-40%,120,0.035142
BIGOBENCH,Codestral-22B,Syn-40%,121,0.262932
BIGOBENCH,Codestral-22B,Syn-40%,122,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,123,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,124,0.060567
BIGOBENCH,Codestral-22B,Syn-40%,125,0.026675
BIGOBENCH,Codestral-22B,Syn-40%,126,0.039382
BIGOBENCH,Codestral-22B,Syn-40%,127,0.028458
BIGOBENCH,Codestral-22B,Syn-40%,128,0.161787
BIGOBENCH,Codestral-22B,Syn-40%,129,0.184456
BIGOBENCH,Codestral-22B,Syn-40%,130,0.014804
BIGOBENCH,Codestral-22B,Syn-40%,131,0.309208
BIGOBENCH,Codestral-22B,Syn-40%,132,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,133,0.017351
BIGOBENCH,Codestral-22B,Syn-40%,134,0.005032
BIGOBENCH,Codestral-22B,Syn-40%,135,0.014546
BIGOBENCH,Codestral-22B,Syn-40%,136,0.257670
BIGOBENCH,Codestral-22B,Syn-40%,137,0.165560
BIGOBENCH,Codestral-22B,Syn-40%,138,0.104852
BIGOBENCH,Codestral-22B,Syn-40%,139,0.220022
BIGOBENCH,Codestral-22B,Syn-40%,140,0.215863
BIGOBENCH,Codestral-22B,Syn-40%,141,0.056014
BIGOBENCH,Codestral-22B,Syn-40%,142,0.028376
BIGOBENCH,Codestral-22B,Syn-40%,143,0.357872
BIGOBENCH,Codestral-22B,Syn-40%,144,0.038831
BIGOBENCH,Codestral-22B,Syn-40%,145,0.046127
BIGOBENCH,Codestral-22B,Syn-40%,146,0.001957
BIGOBENCH,Codestral-22B,Syn-40%,147,0.008054
BIGOBENCH,Codestral-22B,Syn-40%,148,0.055862
BIGOBENCH,Codestral-22B,Syn-40%,149,0.050062
BIGOBENCH,Codestral-22B,Syn-40%,150,0.172355
BIGOBENCH,Codestral-22B,Syn-40%,151,0.321766
BIGOBENCH,Codestral-22B,Syn-40%,152,0.319632
BIGOBENCH,Codestral-22B,Syn-40%,153,0.460741
BIGOBENCH,Codestral-22B,Syn-40%,154,0.057943
BIGOBENCH,Codestral-22B,Syn-40%,155,0.306951
BIGOBENCH,Codestral-22B,Syn-40%,156,0.306951
BIGOBENCH,Codestral-22B,Syn-40%,157,0.306951
BIGOBENCH,Codestral-22B,Syn-40%,158,0.225980
BIGOBENCH,Codestral-22B,Syn-40%,159,0.228329
BIGOBENCH,Codestral-22B,Syn-40%,160,0.208404
BIGOBENCH,Codestral-22B,Syn-40%,161,0.208404
BIGOBENCH,Codestral-22B,Syn-40%,162,0.096018
BIGOBENCH,Codestral-22B,Syn-40%,163,0.086168
BIGOBENCH,Codestral-22B,Syn-40%,164,0.065829
BIGOBENCH,Codestral-22B,Syn-40%,165,0.002223
BIGOBENCH,Codestral-22B,Syn-40%,166,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,167,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,168,0.055229
BIGOBENCH,Codestral-22B,Syn-40%,169,0.035882
BIGOBENCH,Codestral-22B,Syn-40%,170,0.374217
BIGOBENCH,Codestral-22B,Syn-40%,171,0.052010
BIGOBENCH,Codestral-22B,Syn-40%,172,0.078613
BIGOBENCH,Codestral-22B,Syn-40%,173,0.083139
BIGOBENCH,Codestral-22B,Syn-40%,174,0.131210
BIGOBENCH,Codestral-22B,Syn-40%,175,0.335308
BIGOBENCH,Codestral-22B,Syn-40%,176,0.062400
BIGOBENCH,Codestral-22B,Syn-40%,177,0.062400
BIGOBENCH,Codestral-22B,Syn-40%,178,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,179,0.072622
BIGOBENCH,Codestral-22B,Syn-40%,180,0.283844
BIGOBENCH,Codestral-22B,Syn-40%,181,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,182,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,183,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,184,0.083810
BIGOBENCH,Codestral-22B,Syn-40%,185,0.024837
BIGOBENCH,Codestral-22B,Syn-40%,186,0.268832
BIGOBENCH,Codestral-22B,Syn-40%,187,0.294869
BIGOBENCH,Codestral-22B,Syn-40%,188,0.044256
BIGOBENCH,Codestral-22B,Syn-40%,189,0.004320
BIGOBENCH,Codestral-22B,Syn-40%,190,0.005631
BIGOBENCH,Codestral-22B,Syn-40%,191,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,192,0.049829
BIGOBENCH,Codestral-22B,Syn-40%,193,0.001090
BIGOBENCH,Codestral-22B,Syn-40%,194,0.011623
BIGOBENCH,Codestral-22B,Syn-40%,195,0.041276
BIGOBENCH,Codestral-22B,Syn-40%,196,0.026761
BIGOBENCH,Codestral-22B,Syn-40%,197,0.204569
BIGOBENCH,Codestral-22B,Syn-40%,198,0.112091
BIGOBENCH,Codestral-22B,Syn-40%,199,0.093169
BIGOBENCH,Codestral-22B,Syn-40%,200,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,201,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,202,0.089036
BIGOBENCH,Codestral-22B,Syn-40%,203,0.080257
BIGOBENCH,Codestral-22B,Syn-40%,204,0.459418
BIGOBENCH,Codestral-22B,Syn-40%,205,0.489027
BIGOBENCH,Codestral-22B,Syn-40%,206,0.279827
BIGOBENCH,Codestral-22B,Syn-40%,207,0.274309
BIGOBENCH,Codestral-22B,Syn-40%,208,0.090732
BIGOBENCH,Codestral-22B,Syn-40%,209,0.000890
BIGOBENCH,Codestral-22B,Syn-40%,210,0.124692
BIGOBENCH,Codestral-22B,Syn-40%,211,0.013829
BIGOBENCH,Codestral-22B,Syn-40%,212,0.001341
BIGOBENCH,Codestral-22B,Syn-40%,213,0.001341
BIGOBENCH,Codestral-22B,Syn-40%,214,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,215,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,216,0.057559
BIGOBENCH,Codestral-22B,Syn-40%,217,0.471206
BIGOBENCH,Codestral-22B,Syn-40%,218,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,219,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,220,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,221,0.066181
BIGOBENCH,Codestral-22B,Syn-40%,222,0.019441
BIGOBENCH,Codestral-22B,Syn-40%,223,0.002719
BIGOBENCH,Codestral-22B,Syn-40%,224,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,225,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,226,0.169823
BIGOBENCH,Codestral-22B,Syn-40%,227,0.061378
BIGOBENCH,Codestral-22B,Syn-40%,228,0.378410
BIGOBENCH,Codestral-22B,Syn-40%,229,0.515040
BIGOBENCH,Codestral-22B,Syn-40%,230,0.064710
BIGOBENCH,Codestral-22B,Syn-40%,231,0.087919
BIGOBENCH,Codestral-22B,Syn-40%,232,0.162842
BIGOBENCH,Codestral-22B,Syn-40%,233,0.031921
BIGOBENCH,Codestral-22B,Syn-40%,234,0.131831
BIGOBENCH,Codestral-22B,Syn-40%,235,0.008158
BIGOBENCH,Codestral-22B,Syn-40%,236,0.023585
BIGOBENCH,Codestral-22B,Syn-40%,237,0.027480
BIGOBENCH,Codestral-22B,Syn-40%,238,0.001812
BIGOBENCH,Codestral-22B,Syn-40%,239,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,240,0.369295
BIGOBENCH,Codestral-22B,Syn-40%,241,0.187341
BIGOBENCH,Codestral-22B,Syn-40%,242,0.000367
BIGOBENCH,Codestral-22B,Syn-40%,243,0.038577
BIGOBENCH,Codestral-22B,Syn-40%,244,0.001905
BIGOBENCH,Codestral-22B,Syn-40%,245,0.001905
BIGOBENCH,Codestral-22B,Syn-40%,246,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,247,0.097277
BIGOBENCH,Codestral-22B,Syn-40%,248,0.466768
BIGOBENCH,Codestral-22B,Syn-40%,249,0.466768
BIGOBENCH,Codestral-22B,Syn-40%,250,0.015320
BIGOBENCH,Codestral-22B,Syn-40%,251,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,252,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,253,0.000629
BIGOBENCH,Codestral-22B,Syn-40%,254,0.048658
BIGOBENCH,Codestral-22B,Syn-40%,255,0.048658
BIGOBENCH,Codestral-22B,Syn-40%,256,0.249632
BIGOBENCH,Codestral-22B,Syn-40%,257,0.145242
BIGOBENCH,Codestral-22B,Syn-40%,258,0.273293
BIGOBENCH,Codestral-22B,Syn-40%,259,0.267040
BIGOBENCH,Codestral-22B,Syn-40%,260,0.096250
BIGOBENCH,Codestral-22B,Syn-40%,261,0.095953
BIGOBENCH,Codestral-22B,Syn-40%,262,0.112868
BIGOBENCH,Codestral-22B,Syn-40%,263,0.120946
BIGOBENCH,Codestral-22B,Syn-40%,264,0.104440
BIGOBENCH,Codestral-22B,Syn-40%,265,0.015534
BIGOBENCH,Codestral-22B,Syn-40%,266,0.138918
BIGOBENCH,Codestral-22B,Syn-40%,267,0.101493
BIGOBENCH,Codestral-22B,Syn-40%,268,0.133281
BIGOBENCH,Codestral-22B,Syn-40%,269,0.157330
BIGOBENCH,Codestral-22B,Syn-40%,270,0.060875
BIGOBENCH,Codestral-22B,Syn-40%,271,0.041893
BIGOBENCH,Codestral-22B,Syn-40%,272,0.201923
BIGOBENCH,Codestral-22B,Syn-40%,273,0.201923
BIGOBENCH,Codestral-22B,Syn-40%,274,0.044601
BIGOBENCH,Codestral-22B,Syn-40%,275,0.145802
BIGOBENCH,Codestral-22B,Syn-40%,276,0.078580
BIGOBENCH,Codestral-22B,Syn-40%,277,0.126120
BIGOBENCH,Codestral-22B,Syn-40%,278,0.264554
BIGOBENCH,Codestral-22B,Syn-40%,279,0.264554
BIGOBENCH,Codestral-22B,Syn-40%,280,0.075692
BIGOBENCH,Codestral-22B,Syn-40%,281,0.053471
BIGOBENCH,Codestral-22B,Syn-40%,282,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,283,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,284,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,285,0.031881
BIGOBENCH,Codestral-22B,Syn-40%,286,0.000000
BIGOBENCH,Codestral-22B,Syn-40%,287,0.001359
BIGOBENCH,Codestral-22B,Syn-40%,288,0.000837
